id,product_id,product_name,material_id,material_name,change_type,quantity,reference_type,reference_id,notes,user_id,created_at
607,60,Casual Waistcoat,76,Georgette Fabric,in,-67,purchase,17,,1,2024-07-07T21:00:00
608,,,,,in,479,purchase,194,,2,2025-09-20T01:00:00
609,54,Formal Saree,,,in,-97,purchase,132,,6,2024-07-16T07:00:00
610,,,28,Bias Tape,in,-38,purchase,265,Damaged goods,6,2024-09-06T23:00:00
611,,,,,out,111,sale,348,Quality check,5,2024-07-09T16:00:00
612,2,Trendy Stole,,,in,397,purchase,313,Quality check,4,2025-06-08T13:00:00
613,187,Sporty Hoodie,46,Fleece Fabric,in,53,purchase,90,Inventory count,11,2025-03-23T14:00:00
614,141,Comfort Kaftan,47,Terry Cloth,in,-19,purchase,142,Stock adjustment,6,2025-09-28T15:00:00
615,86,Contemporary Bomber Jacket,50,Leather - Synthetic,out,213,sale,428,,5,2025-01-14T10:00:00
616,41,Urban Chinos,,,out,52,sale,392,,10,2025-10-16T16:00:00
617,,,,,out,178,sale,214,Quality check,10,2024-08-12T07:00:00
618,,,,,adjustment,252,,,Quality check,6,2024-10-04T12:00:00
619,,,,,adjustment,394,,,Return,4,2025-02-21T04:00:00
620,,,97,Tulle Fabric,in,197,purchase,149,,5,2025-05-20T18:00:00
621,41,Urban Chinos,83,Buttons Pack - 12mm,in,228,purchase,174,Stock adjustment,6,2024-07-20T23:00:00
622,74,Ethnic Tie,43,Lace Fabric,in,312,purchase,109,,7,2025-03-15T07:00:00
623,38,Trendy Night Suit,,,in,281,purchase,202,Stock adjustment,10,2025-08-27T20:00:00
624,140,Modern Maxi Dress,10,Spandex Fabric,out,225,sale,386,Stock adjustment,11,2024-04-08T11:00:00
625,,,66,Fringe Trim,out,471,sale,43,Inventory count,2,2024-07-20T22:00:00
626,,,61,Stopper,in,-67,purchase,126,Inventory count,3,2025-01-23T01:00:00
627,,,55,Rivet,in,293,purchase,483,,9,2025-07-21T22:00:00
628,147,Comfort Tote Bag,,,in,-66,purchase,198,Quality check,4,2024-05-05T09:00:00
629,,,51,Button - Brass,out,-12,sale,394,Damaged goods,3,2024-11-27T20:00:00
630,163,Comfort Hat,,,adjustment,103,,,Stock adjustment,4,2024-12-18T12:00:00
631,192,Regular Fit Stole,76,Georgette Fabric,out,445,sale,56,Stock adjustment,7,2024-11-03T00:00:00
632,171,Slim Fit Cotton T-Shirt,,,out,483,sale,135,Quality check,7,2024-04-22T05:00:00
633,,,80,Tweed Fabric,adjustment,219,,,,7,2025-04-07T21:00:00
634,58,Comfort Wallet,,,adjustment,25,,,,2,2025-09-06T03:00:00
635,,,74,Satin Fabric,out,-172,sale,56,Stock adjustment,10,2024-04-26T12:00:00
636,9,Slim Fit Gloves,11,Cotton Thread,out,-1,sale,140,Damaged goods,5,2024-08-19T07:00:00
637,108,Premium Beanie,85,Buttons Pack - 20mm,in,10,purchase,244,,5,2024-10-07T17:00:00
638,177,Formal Rain Jacket,,,in,-137,purchase,423,Inventory count,10,2024-03-13T13:00:00
639,,,,,in,357,purchase,20,Quality check,1,2024-04-03T03:00:00
640,152,Essential Polo Shirt,11,Cotton Thread,in,-175,purchase,297,,1,2024-02-18T09:00:00
641,107,Classic Night Suit,16,Zipper - Metal,in,213,purchase,272,,10,2025-07-11T01:00:00
642,,,,,out,5,sale,21,Return,5,2024-09-21T16:00:00
643,16,Formal Tie,,,out,2,sale,134,,8,2024-03-17T13:00:00
644,,,76,Georgette Fabric,out,-98,sale,344,Quality check,1,2024-07-29T17:00:00
645,26,Regular Fit Vest,12,Polyester Thread,in,307,purchase,166,,2,2024-04-28T06:00:00
646,,,3,Linen Fabric,out,-62,sale,350,,3,2024-11-06T14:00:00
647,23,Luxury Beret,,,out,-78,sale,285,Inventory count,11,2024-05-15T17:00:00
648,,,90,Drawstring - Cotton,in,-124,purchase,163,Quality check,8,2025-09-14T06:00:00
649,76,Trendy Bathrobe,25,Ribbon,out,419,sale,189,,1,2024-03-14T07:00:00
650,158,Luxury Hat,85,Buttons Pack - 20mm,adjustment,188,,,Damaged goods,3,2024-05-05T18:00:00
651,,,,,in,-151,purchase,329,Stock adjustment,2,2024-03-18T22:00:00
652,,,85,Buttons Pack - 20mm,in,243,purchase,112,Quality check,2,2025-11-08T05:00:00
653,,,,,out,-29,sale,281,Inventory count,5,2024-11-26T05:00:00
654,,,,,in,298,purchase,2,Inventory count,10,2024-03-07T22:00:00
655,71,Regular Fit Lehenga,46,Fleece Fabric,out,236,sale,306,Damaged goods,9,2025-02-03T19:00:00
656,15,Premium Nehru Jacket,,,out,-92,sale,487,Return,7,2025-08-28T20:00:00
657,103,Trendy Chinos,,,out,172,sale,179,,3,2025-05-31T09:00:00
658,117,Luxury Leather Jacket,,,out,213,sale,327,Return,7,2024-05-16T20:00:00
659,,,61,Stopper,in,-177,purchase,14,,5,2025-11-10T01:00:00
660,29,Trendy Gloves,1,Cotton Fabric,adjustment,187,,,Quality check,3,2025-06-05T20:00:00
661,132,Modern Saree,14,Nylon Thread,in,-195,purchase,21,Quality check,7,2024-01-04T20:00:00
662,,,,,out,-98,sale,307,,1,2025-05-12T04:00:00
663,,,15,Zipper - Nylon,out,-76,sale,209,,3,2024-12-25T21:00:00
664,47,Classic Crop Top,,,in,-42,purchase,74,Damaged goods,8,2024-10-17T00:00:00
665,,,,,in,420,purchase,444,Damaged goods,1,2025-08-28T19:00:00
666,,,71,Hook & Loop Tape,in,74,purchase,140,,4,2025-04-08T19:00:00
667,181,Essential Tie,,,in,52,purchase,456,,6,2024-12-21T21:00:00
668,114,Comfort Kurta,22,Hook & Eye,in,458,purchase,164,,1,2025-06-27T18:00:00
669,,,86,Zipper - Invisible,out,168,sale,149,,10,2025-05-16T17:00:00
670,,,,,out,353,sale,269,,5,2024-01-18T02:00:00
671,,,43,Lace Fabric,in,48,purchase,319,Return,3,2024-11-04T02:00:00
672,168,Regular Fit Vest,,,out,280,sale,390,Inventory count,5,2025-07-23T13:00:00
673,33,Basic Belt,23,Elastic Band,adjustment,-113,,,Stock adjustment,1,2025-10-18T16:00:00
674,128,Modern Maxi Dress,72,Knit Fabric,out,457,sale,114,Stock adjustment,8,2024-01-26T21:00:00
675,171,Slim Fit Cotton T-Shirt,,,out,27,sale,300,Inventory count,5,2025-11-07T19:00:00
676,153,Traditional Shorts,41,Beads,in,139,purchase,421,Return,8,2025-07-19T10:00:00
677,179,Premium Sherwani,70,Badge,in,84,purchase,304,,7,2024-07-10T18:00:00
678,164,Classic Nehru Jacket,,,out,105,sale,494,Quality check,1,2025-01-02T04:00:00
679,100,Premium Beanie,,,out,270,sale,35,Inventory count,5,2024-09-03T07:00:00
680,22,Luxury Sweater,,,in,-53,purchase,228,,4,2025-03-30T13:00:00
681,77,Casual Salwar Suit,71,Hook & Loop Tape,out,-141,sale,340,Stock adjustment,11,2024-05-23T11:00:00
682,,,52,Button - Coconut,in,430,purchase,263,Quality check,5,2025-09-20T05:00:00
683,128,Modern Maxi Dress,24,Lace Trim,in,130,purchase,155,Damaged goods,11,2024-01-10T17:00:00
684,65,Ethnic Formal Shirt,,,in,108,purchase,124,,5,2025-06-08T00:00:00
685,79,Urban Crop Top,,,in,138,purchase,233,Quality check,10,2024-12-16T07:00:00
686,81,Designer Waistcoat,75,Chiffon Fabric,in,-171,purchase,168,Inventory count,10,2025-01-28T05:00:00
687,,,,,out,263,sale,8,Stock adjustment,4,2024-03-03T07:00:00
688,,,87,Zipper - Open End,adjustment,414,,,,4,2024-10-25T11:00:00
689,36,Designer Night Suit,29,Drawstring Cord,in,-153,purchase,165,,10,2024-10-13T00:00:00
690,,,80,Tweed Fabric,out,414,sale,201,,2,2024-04-02T14:00:00
691,154,Essential Scarf,,,out,-66,sale,152,,7,2024-01-28T09:00:00
692,46,Contemporary Formal Shirt,46,Fleece Fabric,out,500,sale,278,,7,2024-09-03T18:00:00
693,,,1,Cotton Fabric,out,205,sale,310,Return,1,2024-08-14T04:00:00
694,151,Traditional Chinos,,,in,-154,purchase,63,Return,1,2024-11-05T17:00:00
695,,,,,in,399,purchase,78,Stock adjustment,11,2024-02-19T03:00:00
696,,,,,in,418,purchase,109,,1,2025-05-13T02:00:00
697,,,83,Buttons Pack - 12mm,in,149,purchase,331,Quality check,3,2025-03-16T03:00:00
698,,,87,Zipper - Open End,in,87,purchase,431,Return,6,2025-05-19T02:00:00
699,,,80,Tweed Fabric,out,-54,sale,159,Damaged goods,6,2024-08-20T00:00:00
700,56,Modern Down Jacket,,,adjustment,39,,,Inventory count,8,2024-03-25T12:00:00
701,,,,,out,96,sale,394,Damaged goods,4,2025-03-27T23:00:00
702,31,Traditional Hat,97,Tulle Fabric,out,161,sale,7,,2,2024-07-19T21:00:00
703,128,Modern Maxi Dress,54,Grommet,adjustment,238,,,Return,3,2024-12-14T01:00:00
704,195,Slim Fit Blazer,17,Zipper - Plastic,adjustment,-173,,,,11,2025-08-12T05:00:00
705,105,Urban Tote Bag,93,Ribbon - Grosgrain,in,439,purchase,245,,4,2024-03-02T04:00:00
706,,,71,Hook & Loop Tape,in,496,purchase,346,Quality check,11,2025-03-28T00:00:00
707,86,Contemporary Bomber Jacket,,,out,-46,sale,324,Inventory count,2,2024-07-22T21:00:00
708,19,Modern Cardigan,49,PVC Fabric,out,451,sale,183,Damaged goods,11,2025-06-13T23:00:00
709,128,Modern Maxi Dress,,,out,92,sale,189,Damaged goods,4,2024-06-04T19:00:00
710,,,59,Buckle - Plastic,in,144,purchase,21,,4,2024-09-08T18:00:00
711,54,Formal Saree,,,adjustment,247,,,Quality check,7,2024-12-18T19:00:00
712,,,69,Patch - Iron On,out,64,sale,107,Stock adjustment,11,2024-04-15T15:00:00
713,,,,,out,149,sale,212,,1,2024-08-03T16:00:00
714,171,Slim Fit Cotton T-Shirt,50,Leather - Synthetic,in,161,purchase,51,Quality check,7,2024-06-16T22:00:00
715,57,Sporty Tote Bag,48,Wadding,in,-135,purchase,95,,5,2024-05-27T15:00:00
716,,,32,Tag - Paper,in,300,purchase,483,Quality check,6,2025-01-09T21:00:00
717,106,Traditional Trousers,,,out,251,sale,315,Quality check,3,2025-06-07T09:00:00
718,148,Formal Kaftan,,,in,176,purchase,143,Damaged goods,7,2024-05-03T00:00:00
719,,,,,adjustment,223,,,Quality check,6,2025-08-15T04:00:00
720,29,Trendy Gloves,,,out,488,sale,274,,8,2024-02-25T13:00:00
721,153,Traditional Shorts,95,Lace - Polyester,out,127,sale,365,Inventory count,10,2024-01-23T19:00:00
722,69,Contemporary Track Pants,10,Spandex Fabric,in,-66,purchase,132,Damaged goods,7,2025-08-12T03:00:00
723,,,,,adjustment,-50,,,Inventory count,8,2024-07-19T09:00:00
724,180,Modern Stole,90,Drawstring - Cotton,out,-194,sale,439,Inventory count,10,2024-10-20T11:00:00
725,96,Designer Bathrobe,,,out,332,sale,440,,8,2024-10-25T22:00:00
726,,,18,Button - Plastic,in,-105,purchase,105,,4,2024-10-26T14:00:00
727,40,Regular Fit Casual Shirt,73,Mesh Fabric,in,76,purchase,228,Quality check,8,2024-11-20T02:00:00
728,4,Urban Beanie,,,out,216,sale,393,,9,2025-10-07T07:00:00
729,,,,,out,-59,sale,103,,11,2024-06-04T00:00:00
730,69,Contemporary Track Pants,,,out,59,sale,150,Stock adjustment,4,2025-07-10T06:00:00
731,148,Formal Kaftan,,,out,321,sale,435,Quality check,8,2024-06-19T22:00:00
732,22,Luxury Sweater,49,PVC Fabric,adjustment,-192,,,Damaged goods,10,2024-12-09T20:00:00
733,154,Essential Scarf,,,in,375,purchase,457,Damaged goods,10,2025-01-14T13:00:00
734,30,Casual Duffle Bag,19,Button - Metal,adjustment,67,,,,10,2025-09-28T11:00:00
735,,,1,Cotton Fabric,in,-121,purchase,192,Damaged goods,7,2024-04-20T10:00:00
736,,,92,Ribbon - Satin,in,457,purchase,244,,4,2024-03-02T17:00:00
737,164,Classic Nehru Jacket,95,Lace - Polyester,out,-164,sale,376,,1,2024-10-19T08:00:00
738,,,,,in,215,purchase,32,Return,2,2025-01-29T16:00:00
739,,,,,adjustment,334,,,,5,2025-10-11T20:00:00
740,,,,,out,127,sale,331,,4,2024-12-26T16:00:00
741,27,Sporty Saree,67,Pom Pom,in,125,purchase,320,Inventory count,2,2025-01-25T09:00:00
742,141,Comfort Kaftan,,,out,-107,sale,431,,8,2025-09-14T01:00:00
743,,,68,Patch - Embroidered,adjustment,372,,,Stock adjustment,8,2025-10-23T22:00:00
744,,,,,adjustment,174,,,Quality check,9,2025-06-12T12:00:00
745,,,50,Leather - Synthetic,out,249,sale,58,Stock adjustment,11,2024-12-30T18:00:00
746,122,Premium Sherwani,93,Ribbon - Grosgrain,in,128,purchase,82,Stock adjustment,6,2024-01-29T10:00:00
747,,,76,Georgette Fabric,in,156,purchase,131,Inventory count,3,2025-03-08T10:00:00
748,,,32,Tag - Paper,out,392,sale,190,,5,2025-11-02T18:00:00
749,37,Comfort Trousers,,,in,293,purchase,199,,2,2024-12-09T17:00:00
750,,,55,Rivet,adjustment,238,,,Stock adjustment,1,2025-07-15T15:00:00
751,,,27,Interfacing Fabric,in,-39,purchase,4,Inventory count,7,2025-04-18T05:00:00
752,166,Sporty Night Suit,,,out,124,sale,304,Return,1,2024-03-12T20:00:00
753,,,39,Thread - Embroidery,in,236,purchase,164,,9,2024-04-19T07:00:00
754,,,69,Patch - Iron On,out,377,sale,419,,11,2025-04-28T04:00:00
755,143,Casual Tie,22,Hook & Eye,out,295,sale,392,Inventory count,2,2025-05-01T15:00:00
756,75,Ethnic Sherwani,,,in,-69,purchase,450,Quality check,4,2025-05-07T20:00:00
757,3,Ethnic Anarkali Dress,11,Cotton Thread,in,-51,purchase,400,,5,2024-03-15T01:00:00
758,,,,,in,21,purchase,100,Return,11,2025-11-25T01:00:00
759,170,Elegant Blazer,61,Stopper,out,-104,sale,435,Quality check,2,2025-09-25T22:00:00
760,162,Oversized Scarf,49,PVC Fabric,adjustment,173,,,Return,7,2025-09-16T13:00:00
761,76,Trendy Bathrobe,,,out,424,sale,395,Stock adjustment,4,2025-11-28T12:00:00
762,,,,,in,175,purchase,399,Damaged goods,3,2024-06-04T05:00:00
763,,,26,Velcro Tape,adjustment,269,,,,3,2025-10-01T06:00:00
764,,,,,in,438,purchase,297,,6,2024-01-14T14:00:00
765,,,54,Grommet,adjustment,-149,,,Inventory count,11,2024-04-26T10:00:00
766,,,5,Wool Fabric,out,-102,sale,59,Quality check,3,2024-02-14T02:00:00
767,,,,,out,210,sale,5,Stock adjustment,11,2024-12-23T17:00:00
768,87,Premium Bow Tie,72,Knit Fabric,in,8,purchase,433,Damaged goods,9,2024-08-13T10:00:00
769,,,12,Polyester Thread,out,414,sale,366,Damaged goods,10,2024-07-10T03:00:00
770,65,Ethnic Formal Shirt,,,out,317,sale,242,Quality check,5,2025-02-27T20:00:00
771,40,Regular Fit Casual Shirt,,,adjustment,12,,,,11,2024-04-03T15:00:00
772,,,19,Button - Metal,out,117,sale,217,Return,5,2025-02-06T17:00:00
773,,,86,Zipper - Invisible,out,-69,sale,462,,1,2024-10-24T00:00:00
774,173,Regular Fit Skirt,3,Linen Fabric,adjustment,359,,,,2,2025-02-04T21:00:00
775,5,Slim Fit Stole,,,in,403,purchase,342,Return,5,2024-01-25T17:00:00
776,,,52,Button - Coconut,in,467,purchase,422,,11,2024-07-26T23:00:00
777,61,Oversized Rain Jacket,,,adjustment,230,,,Quality check,10,2025-11-02T06:00:00
778,52,Comfort Tote Bag,12,Polyester Thread,adjustment,-141,,,,10,2024-02-28T23:00:00
779,151,Traditional Chinos,,,in,366,purchase,270,,1,2025-03-30T16:00:00
780,12,Classic Cap,,,in,459,purchase,438,Damaged goods,2,2024-08-24T10:00:00
781,154,Essential Scarf,80,Tweed Fabric,in,499,purchase,279,Stock adjustment,1,2024-02-21T19:00:00
782,,,55,Rivet,in,-110,purchase,362,Quality check,3,2024-09-05T13:00:00
783,132,Modern Saree,11,Cotton Thread,out,-57,sale,470,Quality check,9,2024-05-20T21:00:00
784,195,Slim Fit Blazer,100,Sewing Thread - White,in,269,purchase,179,,6,2024-09-19T14:00:00
785,,,12,Polyester Thread,adjustment,-163,,,Stock adjustment,11,2024-12-23T21:00:00
786,,,56,Snap Button,adjustment,309,,,Inventory count,10,2024-07-26T19:00:00
787,25,Traditional Polo Shirt,16,Zipper - Metal,out,115,sale,149,Quality check,10,2024-05-23T21:00:00
788,188,Trendy Lehenga,83,Buttons Pack - 12mm,in,-171,purchase,243,Inventory count,7,2024-04-16T12:00:00
789,131,Modern Gloves,51,Button - Brass,out,-72,sale,354,Stock adjustment,7,2025-11-04T16:00:00
790,171,Slim Fit Cotton T-Shirt,4,Silk Fabric,in,-111,purchase,222,,8,2025-11-01T12:00:00
791,48,Trendy Sling Bag,56,Snap Button,out,254,sale,89,,10,2025-06-11T22:00:00
792,115,Luxury Leather Jacket,11,Cotton Thread,adjustment,204,,,,9,2024-11-28T05:00:00
793,183,Oversized Maxi Dress,78,Velvet Fabric,adjustment,-200,,,Stock adjustment,6,2025-04-19T09:00:00
794,,,,,out,437,sale,275,Inventory count,3,2025-05-03T15:00:00
795,127,Luxury Sling Bag,,,out,-175,sale,166,Return,9,2025-07-16T06:00:00
796,,,,,in,97,purchase,163,,7,2024-05-07T14:00:00
797,49,Casual Sling Bag,18,Button - Plastic,in,404,purchase,248,Return,2,2024-12-26T12:00:00
798,166,Sporty Night Suit,,,out,115,sale,273,,1,2025-06-22T13:00:00
799,,,,,adjustment,417,,,Damaged goods,10,2024-07-07T08:00:00
800,134,Premium Stole,72,Knit Fabric,adjustment,303,,,Inventory count,1,2024-12-23T20:00:00
801,,,,,adjustment,-56,,,,2,2025-08-26T06:00:00
802,88,Essential Trousers,9,Nylon Fabric,in,459,purchase,375,,8,2025-06-03T12:00:00
803,6,Oversized Jeans,83,Buttons Pack - 12mm,in,415,purchase,88,,3,2024-12-18T04:00:00
804,,,16,Zipper - Metal,in,449,purchase,436,Quality check,3,2025-07-28T00:00:00
805,128,Modern Maxi Dress,3,Linen Fabric,in,-61,purchase,7,Quality check,11,2024-09-24T05:00:00
806,67,Basic Joggers,74,Satin Fabric,adjustment,262,,,Inventory count,11,2025-01-07T07:00:00
807,84,Contemporary Top,89,Elastic Cord,in,-106,purchase,13,Damaged goods,7,2025-10-19T08:00:00
808,95,Slim Fit Crop Top,87,Zipper - Open End,adjustment,307,,,Quality check,9,2024-09-18T01:00:00
809,,,33,Tag - Plastic,out,181,sale,404,Return,2,2024-08-12T08:00:00
810,141,Comfort Kaftan,85,Buttons Pack - 20mm,in,228,purchase,195,Stock adjustment,11,2024-12-28T16:00:00
811,130,Comfort Vest,,,adjustment,103,,,Stock adjustment,11,2025-07-29T23:00:00
812,110,Traditional Cardigan,54,Grommet,in,306,purchase,336,Quality check,5,2024-08-09T13:00:00
813,,,,,out,478,sale,161,Return,9,2025-04-16T15:00:00
814,156,Ethnic Skirt,,,out,-38,sale,3,Stock adjustment,11,2025-10-28T13:00:00
815,,,,,adjustment,240,,,Return,9,2025-09-03T22:00:00
816,,,40,Sequins,in,126,purchase,183,,10,2024-03-02T11:00:00
817,,,94,Lace - Cotton,in,-192,purchase,273,Stock adjustment,5,2024-02-22T14:00:00
818,155,Regular Fit Lehenga,73,Mesh Fabric,in,-154,purchase,470,Stock adjustment,8,2025-04-23T14:00:00
819,81,Designer Waistcoat,,,in,153,purchase,433,,4,2025-11-13T20:00:00
820,,,43,Lace Fabric,out,372,sale,474,Return,1,2024-12-25T03:00:00
821,,,1,Cotton Fabric,adjustment,107,,,,9,2024-12-17T00:00:00
822,,,,,in,-134,purchase,160,Damaged goods,11,2024-05-22T14:00:00
823,60,Casual Waistcoat,97,Tulle Fabric,adjustment,303,,,Stock adjustment,2,2025-09-27T10:00:00
824,26,Regular Fit Vest,,,adjustment,44,,,,5,2025-11-03T11:00:00
825,,,34,Hanger - Plastic,in,-48,purchase,206,Quality check,3,2025-07-18T13:00:00
826,,,68,Patch - Embroidered,adjustment,172,,,Stock adjustment,9,2025-05-22T07:00:00
827,90,Oversized Night Suit,,,adjustment,-118,,,Quality check,1,2024-09-22T20:00:00
828,21,Slim Fit Lehenga,42,Stone Studs,out,-104,sale,422,Damaged goods,6,2024-03-21T15:00:00
829,57,Sporty Tote Bag,90,Drawstring - Cotton,in,-168,purchase,161,Inventory count,3,2025-03-03T04:00:00
830,,,32,Tag - Paper,out,252,sale,433,,3,2024-09-13T12:00:00
831,,,55,Rivet,in,-30,purchase,342,,3,2025-03-11T08:00:00
832,135,Essential Blazer,,,out,470,sale,15,,1,2025-03-28T12:00:00
833,109,Trendy Crop Top,11,Cotton Thread,out,417,sale,319,,4,2025-03-17T07:00:00
834,,,,,out,305,sale,307,Return,1,2024-03-01T09:00:00
835,,,76,Georgette Fabric,adjustment,352,,,Quality check,8,2024-05-26T04:00:00
836,45,Casual Salwar Suit,28,Bias Tape,in,87,purchase,347,,5,2024-08-22T16:00:00
837,24,Slim Fit Anarkali Dress,84,Buttons Pack - 16mm,out,-45,sale,177,Return,10,2024-02-28T04:00:00
838,,,,,in,495,purchase,206,,4,2024-05-28T17:00:00
839,,,99,Sewing Thread - Black,in,179,purchase,127,Inventory count,3,2025-03-28T12:00:00
840,,,38,Carton Box,out,404,sale,313,Damaged goods,11,2024-01-25T23:00:00
841,134,Premium Stole,26,Velcro Tape,in,462,purchase,100,Quality check,10,2024-11-02T07:00:00
842,22,Luxury Sweater,88,Zipper - Closed End,in,468,purchase,116,Inventory count,8,2024-06-09T21:00:00
843,83,Urban Hoodie,,,in,-50,purchase,348,,11,2025-11-30T18:00:00
844,,,44,Net Fabric,out,-135,sale,310,,9,2025-04-07T06:00:00
845,176,Trendy Duffle Bag,96,Netting,in,-146,purchase,432,Stock adjustment,10,2025-05-30T15:00:00
846,,,51,Button - Brass,in,380,purchase,81,Inventory count,4,2024-03-18T10:00:00
847,200,Sporty Joggers,99,Sewing Thread - Black,adjustment,-173,,,Inventory count,8,2025-01-02T04:00:00
848,89,Luxury Windcheater,95,Lace - Polyester,in,433,purchase,227,Stock adjustment,1,2024-03-23T11:00:00
849,,,,,in,-19,purchase,141,Quality check,9,2024-01-07T04:00:00
850,157,Classic Anarkali Dress,,,in,18,purchase,287,Return,1,2024-11-13T20:00:00
851,,,,,in,206,purchase,305,,5,2024-02-18T07:00:00
852,53,Premium Blazer,,,in,270,purchase,310,Damaged goods,11,2025-11-26T11:00:00
853,38,Trendy Night Suit,,,in,234,purchase,275,,1,2025-07-08T16:00:00
854,,,17,Zipper - Plastic,in,257,purchase,455,,6,2024-06-25T02:00:00
855,,,,,in,-98,purchase,125,,3,2025-07-12T09:00:00
856,,,22,Hook & Eye,in,170,purchase,51,,9,2024-08-29T05:00:00
857,,,97,Tulle Fabric,adjustment,488,,,,11,2025-01-31T16:00:00
858,3,Ethnic Anarkali Dress,,,out,378,sale,114,,11,2025-11-23T21:00:00
859,63,Basic Formal Shirt,77,Organza Fabric,adjustment,-188,,,Damaged goods,11,2025-04-22T23:00:00
860,12,Classic Cap,,,out,162,sale,220,Damaged goods,2,2024-05-12T02:00:00
861,3,Ethnic Anarkali Dress,56,Snap Button,in,47,purchase,495,Return,1,2024-10-02T17:00:00
862,156,Ethnic Skirt,,,adjustment,-16,,,,9,2024-08-09T14:00:00
863,200,Sporty Joggers,11,Cotton Thread,in,437,purchase,42,Damaged goods,6,2024-09-28T20:00:00
864,,,19,Button - Metal,in,431,purchase,479,Return,7,2025-02-08T11:00:00
865,,,11,Cotton Thread,in,41,purchase,308,,11,2025-03-25T14:00:00
866,37,Comfort Trousers,31,Label - Printed,out,398,sale,257,,3,2024-12-28T12:00:00
867,98,Classic Cotton T-Shirt,57,Magnetic Snap,adjustment,356,,,Return,6,2024-08-12T00:00:00
868,51,Luxury Casual Shirt,68,Patch - Embroidered,out,289,sale,107,,3,2024-10-20T01:00:00
869,184,Elegant Hat,37,Tissue Paper,in,483,purchase,352,Damaged goods,5,2025-01-24T02:00:00
870,,,27,Interfacing Fabric,out,23,sale,454,,2,2024-01-01T09:00:00
871,176,Trendy Duffle Bag,,,out,441,sale,214,Return,3,2025-11-18T03:00:00
872,,,69,Patch - Iron On,in,231,purchase,262,Damaged goods,8,2024-07-31T13:00:00
873,,,,,in,351,purchase,431,Inventory count,1,2025-08-01T12:00:00
874,200,Sporty Joggers,1,Cotton Fabric,in,-172,purchase,194,Stock adjustment,8,2024-10-11T17:00:00
875,165,Elegant Stole,,,adjustment,32,,,,3,2024-03-21T11:00:00
876,153,Traditional Shorts,,,adjustment,459,,,,7,2024-06-20T15:00:00
877,,,,,in,70,purchase,307,,10,2024-02-21T12:00:00
878,44,Comfort Wallet,,,in,-40,purchase,42,,9,2024-10-14T15:00:00
879,,,,,in,397,purchase,11,,8,2025-02-14T20:00:00
880,157,Classic Anarkali Dress,94,Lace - Cotton,in,333,purchase,347,Inventory count,5,2025-11-02T08:00:00
881,154,Essential Scarf,,,out,-35,sale,315,Inventory count,2,2024-05-18T03:00:00
882,105,Urban Tote Bag,54,Grommet,in,164,purchase,143,,9,2025-06-13T23:00:00
883,3,Ethnic Anarkali Dress,64,Chain - Plastic,out,16,sale,274,Return,7,2025-10-09T21:00:00
884,52,Comfort Tote Bag,22,Hook & Eye,in,410,purchase,49,Return,8,2025-04-17T11:00:00
885,107,Classic Night Suit,,,in,411,purchase,382,Quality check,4,2024-11-08T19:00:00
886,19,Modern Cardigan,,,out,16,sale,468,,7,2025-06-22T22:00:00
887,,,,,out,12,sale,486,Inventory count,2,2025-10-20T00:00:00
888,,,90,Drawstring - Cotton,out,-25,sale,253,Stock adjustment,4,2024-04-27T12:00:00
889,,,10,Spandex Fabric,out,281,sale,472,Return,5,2025-09-20T16:00:00
890,12,Classic Cap,,,out,416,sale,19,Inventory count,11,2024-02-27T07:00:00
891,,,,,in,328,purchase,308,Stock adjustment,6,2024-12-06T16:00:00
892,61,Oversized Rain Jacket,76,Georgette Fabric,adjustment,361,,,Inventory count,5,2024-05-06T04:00:00
893,,,19,Button - Metal,adjustment,129,,,Inventory count,5,2024-12-16T03:00:00
894,190,Premium Salwar Suit,,,in,371,purchase,427,Damaged goods,8,2024-03-09T20:00:00
895,,,91,Drawstring - Polyester,out,-14,sale,460,,2,2024-07-11T12:00:00
896,60,Casual Waistcoat,34,Hanger - Plastic,adjustment,166,,,Stock adjustment,9,2024-09-21T03:00:00
897,,,,,in,22,purchase,163,Stock adjustment,1,2024-02-23T19:00:00
898,,,44,Net Fabric,out,436,sale,307,Quality check,11,2024-02-17T20:00:00
899,149,Regular Fit Anarkali Dress,18,Button - Plastic,in,444,purchase,186,,9,2024-10-11T23:00:00
900,46,Contemporary Formal Shirt,59,Buckle - Plastic,adjustment,295,,,Return,11,2025-10-13T06:00:00
901,17,Sporty Windcheater,,,in,11,purchase,215,Inventory count,4,2024-08-08T19:00:00
902,,,16,Zipper - Metal,out,290,sale,232,Damaged goods,1,2025-11-03T07:00:00
903,79,Urban Crop Top,,,adjustment,-25,,,Damaged goods,2,2025-10-23T05:00:00
904,185,Elegant Duffle Bag,,,adjustment,-138,,,Stock adjustment,3,2025-02-25T21:00:00
905,,,,,adjustment,-186,,,,11,2024-04-06T17:00:00
906,,,,,in,366,purchase,149,,3,2024-10-04T04:00:00
907,,,97,Tulle Fabric,adjustment,176,,,Damaged goods,8,2024-01-08T22:00:00
908,24,Slim Fit Anarkali Dress,,,out,327,sale,180,,6,2025-03-12T21:00:00
909,,,37,Tissue Paper,out,-95,sale,141,Return,4,2024-11-12T15:00:00
910,17,Sporty Windcheater,60,Slider,out,-161,sale,277,,5,2024-11-23T09:00:00
911,160,Classic Backpack,,,in,-17,purchase,48,,1,2025-01-29T02:00:00
